text
LYS I BAGGÅRD.
LYS SLÅR HPFI.
LYSET AFPRØVET
LÅGE JUSTERET.
MAIL FRA RUNE.
MANGLER STRØM.
MARTIN ROESEN.
MATERIALE KØB.
MED OPSÆTNING.
MOTOR ADSKILT.
MOTOR DEFFEKT.
MÅLT OVERGANG.
N1 INFORMERET.
NETKABEL MÅLT.
OG 2 STK INDV.
OPBEVARING UB.
OVN UDSKIFTET.
PO 4500136005.
PO 4500136007.
PORT AFPRØVET.
PRINT AF KORT.
PRINT SKIFTET.
PROGRAMMERING.
PUMPE SKIFTET.
PÆRE AFPRØVET.
RCD SLÅET FRA.
RCD UDSKIFTET.
RELÆ AFPRØVET.
RELÆ SLÅR FRA.
RESET STYRING.
SALG AF PÆRER.
SAMT AFPRØVET.
SAMT VIP TELT.
SENR: 5994883.
SENSOR DEFEKT.
SENSOR OG UDV.
SERVICEAFTALE.
SKAB AFPRØVET.
SKIVE FESTUGE.
SKIVE STATION.
SLUTMONTERING.
SLUTOPGØRELSE.
SMUKFEST 2010.
SNEGL STOPPET.
SPOT AFPRØVET.
SPOT MONTERET.
SPOTS AFPRØVET
SPÆNDINGER OK.
SPØRG MICHAEL.
STIKKONTAKTER.
STRØM AFPRØVET
STYRESIGNALER.
SØNDERGADE 4D.
TANKEN STØDER.
TAVLE ADSKILT.
TH TIMER:7 STK
TOP UDSKIFTET.
TOTAL GARANTI.
TRYK AFPRØVET.
TRÆKKE KABLER.
TÆNDT SIKRING.
UDKALD LØRDAG.
UDKALD SØNDAG.
UDKOBLET RELÆ.
UDSKIFTET RCD.
VAND I STATOR.
VAR KØRT SKÆV.
VARER BESTILT.
VED BLANDER 1.
VINDEVEJ 113B.
VINKELADAPTOR.
1 FASE MANGLER.
1 MARTIN STORM.
1 PAR ER BRUDT.
4 STK LAMPEUDT.
AF SENSORLAMPE.
AF STIKLEDNING.
AF TELEFONSTIK.
AFLEVERET LIFT.
AFLEVERET PÅ H.
AFPRØVET SPOTS.
ALKOHOLD TESTER
ALLE RØR LYSER.
ANLÆG AFPRØVET.
ARBEJDSSTATION.
ASTRUP VIG 107.
BAVNEHØJVEJ 16.
BEGGE AFPRØVET.
BLOK 4. KÆLDER.
DISPLAY DEFEKT.
DRIVER DEFFEKT.
DÆMPER SKIFTET.
DØR KAN LUKKES.
DØR TIL KØKKEN.
ELARBEJDE VEDR.
FASE REPARERET.
FASTGØRE STIKK.
FEBRUAR FRA KL.
FEJL PÅ FLYDER.
FEJLFINDING UB.
FEJLLOG UDLÆST.
FORSYNING MÅLT.
FRAKOBLE FYRET.
FRITURE SAMLET.
FØLER AFPRØVET.
GAMMEL MASKINE.
GARAGE. SKI 07.
GEORGE MICHAEL.
GREEN CAR WASH.
GRUPPE I TAVLE.
HAL A & BI RUM.
HAL B & BI RUM.
HANS BORGEVOLD.
HAR FÅET BESKED
HPFI SLÅET FRA.
HPFI SLÅET TIL.
HPFI UDSKIFTET.
I FØLGE AFTALE.
INCL MONTERING.
INDMADEN I DEM.
INGEN OVERGANG.
INSTALLATIONER.
KABEL AFKORTET.
KABEL EFTERSET.
KABEL SPLEJSET.
KABLE SPLEJSET.
KABLER FJERNET.
KONSTATERET OK.
KONTAKTET SMED.
KONTAKTORE M. M.
KONTOR. SKI 01.
KONTROL AF LYS.
KØL - 4TTH - 2T
KØLER AFPRØVET.
KØRSEL MED BUS.
LADER AFPRØVET.
LADER RESETTET.
LAMPE AFPRØVET.
LAMPE MONTERET.
LAMPE PÅ HUS A.
LAMPER ADSKILT.
LAMPER AFPRØVET
LAMPER APRØVET.
LAMPER ER INKL.
LARS GLINTBORG.
LEJE AF LAMPER.
LEJE AF TAVLER.
LEJE AF UDSTYR.
LEJEMÅL PÅ H. C.
LYS PÅ P-PLADS.
LYS PÅ TERASSE.
LYS. SLOTSGADE.
LYSET AFPRØVET.
M & W HANDYMAN.
MASKINE SAMLET.
MASKINEN ER OK.
MATERIALER M. M.
MEDSENDT BILAG.
MM HAR TEGNING.
MODUL AFPRØVET.
MOTOR AFPRØVET.
MUFFE MONTERET.
MÅLER AFPRØVET.
MÅLER EFTERSET.
MÅLER MONTERET.
NIKOLAJ KIRKEN.
NUMMER 2303726.
NY FRISØRBUTIK.
NY OVN AFPRØVET
NY Ø I KVICKLY.
NØDTSTOP RESAT.
OPMÆRKET TAVLE.
OPSÆTNING. REP.
OVN TILSLUTTET.
PAKKE CONTAINER
PERIODISK FEJL.
PLACERING IFLG.
PROJEKT VIBORG.
PUMPE AFPRØVET.
PUMPER IKKE UD.
PYLON AFPRØVET.
PÆRE UDSKIFTET.
PÆRER AFPRØVET.
PÅ TRÅDMASKINE.
REGULERING IHT.
RELÆ SLÅET TIL.
SAMLE LAMPE IFT
SAMLING AF DIV.
SENSOR AFPRØVET
SIKRING TÆNDT.
SKILT AFPRØVET.
SKIVE BADELAND.
SKÆRM AFPRØVET.
SLÅR SIKRINGER.
SNEGL AFPRØVET.
SPEJL AFPRØVET.
SPOLE TIL LAMPE
SPOTS AFPRØVET.
SPOTS MONTERET.
SPÆNDING ER OK.
STEAM WASH APS.
STIK TIL STEEN.
STIKKONTAKT OK.
STYRING DEFEKT.
SYSTEM AFPRØVET
SØNDERGADE. REP.
TAVLE AFPRØVET.
TAVLE MONTERET.
TAVLE OPMÆRKET.
TELEFON TIL KR.
TESTORDRE VEDR.
TH - 2TPRIS PR.
TH KØL TID - 4T
TIL KOMPRESSOR.
TIL UDV LAMPER.
TILGANGE TIL 2.
TILSLUTNING UB.
TIME OUT SKIVE.
TRAFO AFPRØVET.
TRYG POLICE NR.
TRÆET AFPRØVET.
TUNG LØFTE RUM.
TÆTHEDSKONTROL.
UDFØRT SYPRØVE.
UDKALD DYBDAHL.
UDKALD WEEKEND.
UDLÅN AF SNØVS.
UDLÅNS MASKINE.
UDSKIFT AF UDV.
UDSKIFTNING UB.
UDTAG AFPRØVET.
VED DØR I STUE.
VERDO TILKALDT.
VIKLING DEFEKT.
VOR FRUE KIRKE.
ZONE KOGEPLADE.
ÆNDRING AD DIV.
ÆNDRING AF DIV.
1 PÅ VASKEPLADS.
2 LAMPER DEFEKT.
ADSKILT OG MÅLT.
AF INSTALLATION.
AF PORT I HAL 5.
AF SKADET KABEL.
AF STAKIT. KABEL?
AF VASKEMASKINE.
AFHENTET AF OLE.
AFHENTET AF PER.
AFHENTET PRIVAT.
AFHENTNING VARER
AFKORTE LEDNING.
AFPRØVE MASKINE.
AFTALE MED ELSE.
AFTALE MED FINN.
AFTALE MED GLEN.
AFTALE MED JENS.
AFTALE MED LASSE
AFTALE MED MARK.
AFTALE MED POUL.
AFTALE MED ROLF.
AFTALE MED RUNE.
AFTALE MED STEEN
AFTALE MED STIG.
ANLÆG FRAKOBLET.
ANLÆG OPSTARTET.
ANSLÅET PRIS KR.
BAGGAGERUMSSALG.
BEKLAGER FEJLEN.
BLÆSEHUS DEFEKT.
BLÆSER AFPRØVET.
BRAND I BYGNING.
BREUM BØRNEHAVE.
BRUD PÅ LEDNING.
CEE STIKKONTAKT.
DEMONTERING NAT.
DER ER BRUGT CA.
DIVERSE. SKI 10.
DRIVER AFPRØVET.
DØRLÅS AFPRØVET.
EFTER ANVISNING.
EFTERSE KONTAKT.
EFTERSYN AF DIV.
EFTERSYN LAMPER.
EFTERSYN OG REP.
EFTRRSPÆNDT RØR.
EL-ARBEJDE IFLG.
EMFANG AFPRØVET.
EMHÆTTE ADSKILT.
EMHÆTTE AFPRØVET
ENERGIBEREGNING.
FASE FUNDET LØS.
FASTGØRE EMFANG.
FEJL PÅ STYRING.
FEJLEN UDBEDRET.
FORSIKRINGS SAG.
FRAKOBLET TIMER.
FRITURE AFPRØVET
FRYSER AFPRØVET.
FØLER PÅ UDEDEL.
GAMMEL PUMPEHUS.
GRUPPE OPMÆRKET.
GÆLDENDE LOVKRAV
HOLSTEBROVEJ 9D.
HPFI TILSLUTTET.
HÆVE/SÆNKE BORD.
I MATERIALEGRAV.
IKKE TILSLUTTET.
INDKØBSORDRE NR.
INDMURINGSDÅSER.
INGEN FEJL MÅLT.
INGEN LØSE DELE.
INSTALLATION OK.
JULELYS AFPRØVET
JUSTERET VENTIL.
JUSTERING AF UR.
KABEL AFLEVERET.
KABEL FASTGJORT.
KABEL FRAKOBLET.
KABEL KLARGJORT.
KABEL KORTET OP.
KABEL TILDÆKKET.
KABEL UDSKIFTET.
KABLER SPLEJSET.
KABLER STRIPSET.
KAMERA AFPRØVET.
KIPRELÆ AFPRØVET
KLOKKE AFPRØVET.
KNUD STRANDVEJ 1
KOMFUR AFPRØVET.
KOMPAGNIGADE 30.
KONTAKT SKIFTES.
KREDITERING IHT.
KREDITNOTA IFLG.
KREDITNOTA VEDR.
KULTEN FESTIVAL.
KØLEBORD DEFEKT.
KØLER FRAKOBLET.
LADER FRAKOBLET.
LAMPE AFPR'ØVET.
LAMPE FRAKOBLET.
LAMPE HAR KUNDEN
LAMPE OG SENSOR.
LAMPE PÅ FACADE.
LAMPE UDSKIFTET.
LAMPER AFPRØVET.
LAMPER MONTERET.
LAMPER VED DØRE.
LEJE AF MATERIEL
LEVERING AF DIV.
LEVERING AF RØR.
LEVERING AF UDV.
LONDON CAR WASH.
LYS M. M AFPRØVET
LYS PÅ KONTORET.
LYS TÆNDER IGEN.
LYSRØR AFPRØVET.
MAJ ARRANGEMENT.
MANGLEDE SLANGE.
MASKINE ADSKILT.
MATERIALER IFLG.
MIDLERTIDIG REP.
MOTOR BRÆNDT AF.
MOTOR KØRE FINT.
MOTOR UDSKIFTET.
MOTOR UNDERSØGT.
MØDE MED KOKKEN.
N1 ER KONTAKTET.
NY NÅL MONTERET.
NY OLIE PÅFYLDT.
NY PUMPE HENTET.
NY RCD AFPRØVET.
NY RELÆ BESTILT.
NY TRYK BESTILT.
NYE KUL BESTILT.
NØD OG PANIKLYS.
NØGLE AFLEVERET.
OPEN AIR VIBORG.
OVN STARTET OP.
PIR KIRKETJENER.
PRINT AF ØLKORT.
PRINT UDSKIFTET.
PRIS IFLG TILBUD
PUMPE FRAKOBLET.
PUMPERØR RENSET.
PÆRE VAR DEFEKT.
REGULERING IFLG.
RELÆ KOBLET FRA.
RENSET OG SMURT.
RESEN KIRKEGÅRD.
RESET TERMOFEJL.
RESET TERMORELÆ.
RESETTE PROGRAM.
RESETTE STYRING.
RETTE FEJL IFLG.
SALG AF MATERIEL
SAMLE LEDNINGER.
SAMT I BUTIKKEN.
SAMT VANDVENTIL.
SENSOR AFPRØVET.
SENSOR MONTERET.
SIKRING I TAVLE.
SIKRING SKIFTET.
SKILTE AFPRØVET.
SKIVE KIRKEGÅRD.
SMURT DREJE LED.
SNEGL KØRT FAST.
SOMMERHUS I SDR.
SPAR NORD ARENA.
SPOLE UDSKIFTET.
SPOLER AFPRØVET.
SPOTS UDSKIFTET.
SPÆNDINGER MÅLT.
STIKKONTAKT M. M.
STYRING AFPRØVET
SYER MEGET UENS.
SYSTEM AFPRØVET.
SYSTEM OPSTARTET
SØNDERGADE 2A. 1.
SØNDERGADE 4. 4.
TAVLER AFPRØVET.
TAVLER OPMÆRKET.
THINGGADE 3B. 2.
TIL KOMPRIMATOR.
TIL SPORINGSAPP.
TILKOBLE SIRENE.
TIMERE AFPRØVET.
TRYK AFMONTERET.
TRÆKNING AF CAT.
TØMNING AF BÅND.
UDELYS AFPRØVET.
UDKALD AFTEN KL.
UDKALD KL 01:00.
UDKALD KL 02:00.
UDKALD KL. 15. 57.
UDKALD LØRDAG D.
UDSKIFTET SPOTS.
UDSKIFTNING AF.
UDVIDET SERVICE.
UR PROGRAMMERET.
VANDHANE DEFEKT.
VARER UDLEVERET.
VARMER AFPRØVET.
VEDR: ES3500839.
VEDR: ÅHUSET 16.
VENTIL AFPRØVET.
VINDUE AFPRØVET.
VP OPSAT I 2010.
ÆNDRING AF EKSI.
ÆNDRING AF INST.
ADGANGSKORT INKL.
AF 230V CEE STIK.
AF EDB PÅ KONTOR.
AF GLENIUM PUMPE.
AF KRAFT I HAL 5.
AF LYS PÅ KONTOR.
AF LYS VED TRAGT.
AF PAPPRESSER NR.
AF PUMPE OG RELÆ.
AF SKADET UDSTYR.
AFBLÆNDE LEDNING.
AFBRYDER AFPRØVET
AFBRYDER SKIFTET.
AFGANG FRAKOBLET.
AFHENTET AF HANS.
AFHENTET AF LARS.
AFHENTET AF MARK.
AFHENTET AF RITA.
AFHENTET AF THOR.
AFHENTET AF AAGE.
AFHENTNING AF RØR
AFHENTNING AF TV.
AFHENTNING AF UR.
AFHENTNING HOS AO
AFKORTET LEDNING.
AFPRØVNING AF DO.
AFTALE MED BENNY.
AFTALE MED BERIT.
AFTALE MED BJØRN.
AFTALE MED BRIAN.
AFTALE MED GLENN.
AFTALE MED JACOB.
AFTALE MED JESPER
AFTALE MED LASSE.
AFTALE MED LAURA.
AFTALE MED PETER.
AFTALE MED SANNE.
AFTALE MED SOFUS.
AFTALE MED STEEN.
AFTALE MED THOMAS
AFVIKLING AF LYD.
ALARM TILSLUTTET.
ALT LYS AFPRØVET.
ANDEL AF GAVEKURV
ANLÆG GENNEMGÅET.
ARBEJDSSTADIE 60%
ARMATUR AFPRØVET.
AUTOMATSIKRINGER.
BEACH PARTY CAMP.
BELLISVEJ. SKIVE.
BESTILT AF JACOB.
BEVÆGELSESSENSOR.
BIMÅLER AFPRØVET.
BIMÅLER MONTERET.
BLÆSEHJUL DEFEKT.
BORTKOMMET KABEL.
BRAND I BRYGGERS.
BRØBDUMSGADE 52A.
BRØNDUMSGADE 52A.
BØRNENES PARADIS.
CLEAN DRY ODENSE.
DEFEKT EFTER LYN.
DIREKTE LEVERING.
DRIVER UDSKIFTET.
DÆMPER UDSKIFTET.
DØRLÅS FRAKOBLET.
EFTERSE SAMT REP.
EFTERSPÆNDE STIK.
EGERIS KIRKEGÅRD.
ELKANAL MONTERET.
ELTAVLE AFPRØVET.
ELTAVLE MONTERET.
ELTAVLE OPMÆRKET.
EMHÆTTE AFPRØVET.
EN VED HVER PORT.
FASTGØRE DÅSER. 8.
FEJL KOMMER IGEN.
FEJL PÅ ELEVATOR.
FEJL PÅ JULEHUSE.
FEJL PÅ OPVASKER.
FJERNE LEDNINGER.
FLYTNING AF EKSI.
FLYTNING AF TRYK.
FLYTTE CEE UDTAG.
FORDAMPER AFISET.
FORSIKRINGSSKADE.
FRAKOBLET KABLER.
FREDERIKSGADE 2K.
FRITURE AFPRØVET.
FRYSERUM SLUKKET.
FRÆST UD TIL RØR.
FÆLLES UDSUGNING.
GANGLYS AFPRØVET.
GENINDKOBLE RELÆ.
HC TID??HC TID???
HENRIK KIRKETERP.
HOPPER I SYNINGEN
HPFI HOLDER FINT.
I JERNHAL. HAL 5.
INDEDEL AFPRØVET.
INGEN STRØM MÅLT.
INTET AT BEMÆRKE.
JESSEN JÜRGENSEN.
JULELYS AFPRØVET.
JULELYS MONTERET.
JULI SAMT DEN 20.
JÆGERPARKEN. UDV.
KABEL AFMONTERET.
KABEL DEFENDER V.
KABEL DEMONTERET.
KABEL GENNEMMÅLT.
KABEL KOBLET FRA.
KABELSKAB PÅKØRT.
KABLER FORLÆNGET.
KABLER UDSKIFTET.
KIELER KARTOFLER.
KIPRELÆ AFPRØVET.
KIPRELÆ MONTERET.
KIPRELÆ SAMT UDV.
KLIPPER AFPRØVET.
KNAPPER AFPRØVET.
KONMFUR AFPRØVET.
KONTAKT AFPRØVET.
KONTROL AF ANLÆG.
KONTROL AF TAVLE.
KONTROL SAMT REP.
KREDITERING IFLG.
KREDITERING VEDR.
KUGLELEJE DEFEKT.
KUNDEN HAR LAMPE.
KØB AF MATERIALE.
KØB AF MATERIALER
KØL: 5. 5TTH: 3. 5T
KØLEMIDDEL R134A.
KØLERUM AFPRØVET.
LAMPE AFMONTERET.
LAMPE DEMONTERET.
LAMPE KOBLET FRA.
LAMPE PÅ TERESSE.
LAMPE VED BAGDØR.
LAMPE VED TRAPPE.
LAMPER AFPRØVERT.
LED LAMPE DEFEKT.
LED LYS AFPRØVET.
LED RØR AFPRØVET.
LEDER KORREGERET.
LEDNING AFKORTET.
LEDNING MONTERET.
LEJE AF GENERATOR
LEJE AF LYDANLÆG.
LEJE AF LYSKÆDER.
LEJE AF MATERIEL.
LEVERET TIL FINN.
LEVERET TIL JOHN.
LEVERING AF DOBB.
LEVERING AF DÅSE.
LEVERING AF KANAL
LEVERING AF LADER
LEVERING AF LIFT.
LEVERING AF PÆRE.
LEVERING AF PÆRER
LEVERING AF VARE-
LEVERING AF VARE.
LEVERING AF VARER
LODDE SIGNALSTIK.
LYDGIVER STOPPER.
LYS MANGLEDE NUL.
LYSDÆMPER DEFEKT.
LYSMAST AFPRØVET.
LYSSKILT MOD ÅEN.
MARKISE AFPRØVET.
MASKINE AFKALKET.
MASKINE AFPRØVET.
MASKINE EFTERSET.
MASKINEN ADSKILT.
MONTERING AF DIV.
MONTERING AF RØR.
MONTERING AF SPOT
MONTERING AF UDV.
MONTETING I TELT.
MOTOR AFMONTERET.
MOTOR GENNEMMÅLT.
MOTORER AFPRØVET.
MÅLER FASTSPÆNDT.
MÅLER FUNDET LØS.
MÅLER MÅLT EFTER.
MÅLER TILSLUTTET.
MÅLT OG AFPRØVET.
NETVÆRK AFPRØVET.
NGEN FEJL FUNDET.
NY FØLER BESTILT.
NY KONTORBYGNING.
NY LAMPE MONTERET
NY MOTOR BESTILT.
NY OVN ANBEFALET.
NY PRINT BESTILT.
NY PUMPE BESTILT.
NY SWITS BESTILT.
NØDSTOP AFPRØVET.
OPLADER AFPRØVET.
OPPAKNING AF DIV.
OPSTART AF ANLÆG.
OPSÆTNING AF UDV.
OPSÆTNING SØNDAG.
OPTIMA EST 18 KW.
OVN STARTER IKKE.
PANELER AFPRØVET.
PARKLAMPE SKADET.
PDS STIK AFPRØVET
PDSSTIK AFPRØVET.
PETER. FORMBORD 16
PRINT AF ID-KORT.
PRIS IFLG TILBUD.
PUMPE AFMONTERET.
PUMPE DEMONTERET.
PUMPE GENSTARTET.
PÆRE SPÆNDT FAST.
PÅ POSTHUSTORVET.
PÅ PRIVAT ADRESSE
RADIATOR DEFFEKT.
RAMME DEMONTERET.
RCD RELÆ SLÅ FRA.
REGNTAG OPRETTET.
RELÆER UDSKIFTET.
RENSNING AF KALK.
RENSNING AF STIK.
REP AF 4 LYSKÆDER
RESET AF BLANDER.
RESET AF CENTRAL.
RESET ELEKTRONIK.
ROSKILDE SYGEHUS.
RUNDEL FRAKOBLET.
RUNDSAV AFPRØVET.
SALG AF MATERIEL.
SENSOR UDSKIFTES.
SERVICEAFTALE. H.
SIKRING SAD LØST.
SIKRING SLÅR FRA.
SIKRING SPRINGER.
SIKRING SPRUNGET.
SKEMA OG TEGNING.
SKILTE BELYSNING.
SKIRING SLÅR FRA.
SLÅR SIKRING FRA.
SOMMER I SKIVE D.
SPOT LYS AFPRØVET
SPOTLYS AFPRØVET.
STANDARD SERVICE.
STIK BRÆNDT FAST.
STIK EFTERSPÆNDT.
STIKKONTAKT MÅLT.
STIKPROP SKIFTET
STK VARMEPANELER.
STYRING AFPRØVET.
STØMMÅLING UDFØRT
SVEJSER AFPRØVET.
SYSTEM ID 116213.
SYSTEM ID: 48680.
SYSTEM ID: 48691.
SYSTEM ID: 61231.
SYSTEM ID: 62038.
SYSTEM ID: 63020.
SYSTEM ID: 63324.
SYSTEM ID: 63350.
SYSTEM ID: 63367.
SYSTEM ID: 98467.
SYSTEM ID: 98473.
SYSTEM ID: 98489.
SYSTEM ID: 98511.
SYSTEM ID: 98514.
SYSTEM ID: 98572.
SYSTEM ID: 98583.
SYSTEM ID: 98584.
SYSTEM ID: 98608.
SYSTEM ID: 98651.
SYSTEM ID: 98669.
SYSTEM ID: 98710.
SYSTEM ID: 98771.
SYSTEM ID:104545.
SYSTEM ID:108179.
SYSTEM ID:108193.
SYSTEM ID:118761.
SØNDERGADE 4. ST.
TAVLE DEMONTERET.
TAVLE GENNEMMÅLT.
TAVLE MÅLT EFTER.
TELEFON AFPRØVET.
TERMOSTAT DEFEKT.
TESTKØRT MASKINE.
TH - 2. 5T(1T KØL)
TH - 4TKM - 62 KM
TILBUD BETALT PR.
TILBUD T029-1105.
TILGANG AFPRØVET.
TILKALDT AF JENS.
TIMER AFMONTERET.
TING SAMT SCEENE.
TOTAL GARANTI. ***
TOVESTRÆDE 4 LEJ.
TRAFIKTERMINALEN.
TRANSFORMER MÅLT.
TRAPPE BELYSNING.
TRÆNING AF KABEL.
TUMBLER AFPRØVET.
TUR TIL SNEDSTED.
TÆNDING AFPRØVET.
TØMME KØLEMIDDEL.
UDEDEL FRAKOBLET.
UDKALD FREDAG KL.
UDKALD HELLIGDAG.
UDKALD LØRDAG KL.
UDKALD SØNDAG KL.
UDSKIFTNING IFLG.
UDSKILT AFPRØVET.
UDSUGNING DEFEKT.
V EL MÅLER TAVLE.
VAGTUDKALD AFTEN.
VED ROCK VED ÅEN.
VEDR. LYS I HUS G.
VENTIL UDSKIFTET.
VI ROCKER DEN 14.
VIBRATOR AFPRØVET
VIKLINGER BRÆNDT.
VINDUER AFPRØVET.
WIFI PÅ NY ORDRE.
ØSTERBRO 9. LEJL.
5 ÅRS FRI SERVICE.
AF KAT PÅ KRAN 43.
AF NY STIKKONTAKT.
AF OPVASKEMASKINE.
AF PUSSER I HAL 5.
AFBRYDER AFPRØVET.
AFBRYDER MONTERET.
AFBRYDER OPMÆRKET.
AFHENTET AF LASSE.
AFHENTET AF TOMMY.
AFHENTING AF VARER
